Measurement noise,Prediction noise,Scene id, Score
0.5,0.1,5,0.8
0.5,0.1,6,1.0
0.5,0.1,7,1.0
0.5,0.1,8,0.75
0.5,0.1,9,0.9
0.5,0.1,10,0.7
0.5,0.1,11,0.75
0.5,0.1,12,0.65
0.5,0.1,13,1.0
0.5,0.1,14,0.75
0.5,0.1,15,0.65
0.5,0.1,16,0.7
0.5,0.1,17,1.0
0.5,0.1,18,1.0
0.5,0.1,19,0.55
0.5,0.1,20,0.75
0.5,0.1,21,1.0
0.5,0.1,22,0.7
0.5,0.1,23,0.5
0.5,0.1,24,1.0
0.5,0.1,25,0.75
0.5,0.1,26,1.0
0.5,0.1,27,0.55
0.5,0.1,28,0.7
0.5,0.1,29,0.9
0.7,0.1,0,0.65
0.7,0.1,1,1.0
0.7,0.1,2,0.8
0.7,0.1,3,0.7
0.7,0.1,4,0.75
0.7,0.1,5,0.6
0.7,0.1,6,1.0
0.7,0.1,7,0.95
0.7,0.1,8,0.65
0.7,0.1,9,0.6
0.7,0.1,10,0.8
0.7,0.1,11,0.6
0.7,0.1,12,0.5
0.7,0.1,13,1.0
0.7,0.1,14,0.75
0.7,0.1,15,0.75
0.7,0.1,16,0.65
0.7,0.1,17,0.95
0.7,0.1,18,1.0
0.7,0.1,19,0.5
0.7,0.1,20,0.75
0.7,0.1,21,0.85
0.7,0.1,22,0.55
0.7,0.1,23,0.5
0.7,0.1,24,0.95
0.7,0.1,25,0.75
0.7,0.1,26,0.95
0.7,0.1,27,0.65
0.7,0.1,28,0.55
0.7,0.1,29,0.85
0.9,0.1,0,0.65
0.9,0.1,1,0.95
0.9,0.1,2,0.85
0.9,0.1,3,0.5
0.9,0.1,4,0.7
0.9,0.1,5,0.65
0.9,0.1,6,1.0
0.9,0.1,7,1.0
0.9,0.1,8,0.7
0.9,0.1,9,0.55
0.9,0.1,10,0.6
0.9,0.1,11,0.3
0.9,0.1,12,0.5
0.9,0.1,13,0.9
0.9,0.1,14,0.5
0.9,0.1,15,0.75
0.9,0.1,16,0.6
0.9,0.1,17,0.4
0.9,0.1,18,1.0
0.9,0.1,19,0.6
0.9,0.1,20,0.75
0.9,0.1,21,0.75
0.9,0.1,22,0.55
0.9,0.1,23,0.5
0.9,0.1,24,0.95
0.9,0.1,25,0.75
0.9,0.1,26,0.65
0.9,0.1,27,0.5
0.9,0.1,28,0.6
0.9,0.1,29,0.75
1.1,0.1,0,0.6
1.1,0.1,1,0.75
1.1,0.1,2,0.55
1.1,0.1,3,0.45
1.1,0.1,4,0.6
1.1,0.1,5,0.6
1.1,0.1,6,0.9
1.1,0.1,7,0.95
1.1,0.1,8,0.7
1.1,0.1,9,0.55
1.1,0.1,10,0.55
1.1,0.1,11,0.35
1.1,0.1,12,0.5
1.1,0.1,13,0.8
1.1,0.1,14,0.25
1.1,0.1,15,0.75
1.1,0.1,16,0.45
1.1,0.1,17,0.3
1.1,0.1,18,1.0
1.1,0.1,19,0.35
1.1,0.1,20,0.75
1.1,0.1,21,0.55
1.1,0.1,22,0.55
1.1,0.1,23,0.4
1.1,0.1,24,1.0
1.1,0.1,25,0.75
1.1,0.1,26,0.55
1.1,0.1,27,0.45
1.1,0.1,28,0.5
1.1,0.1,29,0.75
1.3,0.1,0,0.65
1.3,0.1,1,0.8
1.3,0.1,2,0.7
1.3,0.1,3,0.6
1.3,0.1,4,0.55
1.3,0.1,5,0.5
1.3,0.1,6,0.75
1.3,0.1,7,0.85
1.3,0.1,8,0.75
1.3,0.1,9,0.6
1.3,0.1,10,0.55
1.3,0.1,11,0.4
1.3,0.1,12,0.5
1.3,0.1,13,0.75
1.3,0.1,14,0.25
1.3,0.1,15,0.75
1.3,0.1,16,0.55
1.3,0.1,17,0.25
1.3,0.1,18,0.95
1.3,0.1,19,0.55
1.3,0.1,20,0.75
1.3,0.1,21,0.5
1.3,0.1,22,0.65
1.3,0.1,23,0.3
1.3,0.1,24,0.95
1.3,0.1,25,0.7
1.3,0.1,26,0.45
1.3,0.1,27,0.25
1.3,0.1,28,0.65
1.3,0.1,29,0.7
1.5,0.1,0,0.55
1.5,0.1,1,0.8
1.5,0.1,2,0.75
1.5,0.1,3,0.55
1.5,0.1,4,0.5
1.5,0.1,5,0.5
1.5,0.1,6,0.75
1.5,0.1,7,0.8
1.5,0.1,8,0.75
1.5,0.1,9,0.7
1.5,0.1,10,0.5
1.5,0.1,11,0.55
1.5,0.1,12,0.5
1.5,0.1,13,0.75
1.5,0.1,14,0.25
1.5,0.1,15,0.75
1.5,0.1,16,0.65
1.5,0.1,17,0.25
1.5,0.1,18,1.0
1.5,0.1,19,0.55
1.5,0.1,20,0.5
1.5,0.1,21,0.55
1.5,0.1,22,0.65
1.5,0.1,23,0.25
1.5,0.1,24,0.9
1.5,0.1,25,0.55
1.5,0.1,26,0.4
1.5,0.1,27,0.3
1.5,0.1,28,0.6
1.5,0.1,29,0.55
1.7000000000000002,0.1,0,0.6
1.7000000000000002,0.1,1,0.9
1.7000000000000002,0.1,2,0.6
1.7000000000000002,0.1,3,0.55
1.7000000000000002,0.1,4,0.55
1.7000000000000002,0.1,5,0.45
1.7000000000000002,0.1,6,0.75
1.7000000000000002,0.1,7,0.8
1.7000000000000002,0.1,8,0.75
1.7000000000000002,0.1,9,0.55
1.7000000000000002,0.1,10,0.55
1.7000000000000002,0.1,11,0.5
1.7000000000000002,0.1,12,0.5
1.7000000000000002,0.1,13,0.75
1.7000000000000002,0.1,14,0.25
1.7000000000000002,0.1,15,0.7
1.7000000000000002,0.1,16,0.55
1.7000000000000002,0.1,17,0.4
1.7000000000000002,0.1,18,1.0
1.7000000000000002,0.1,19,0.6
1.7000000000000002,0.1,20,0.55
1.7000000000000002,0.1,21,0.65
1.7000000000000002,0.1,22,0.6
1.7000000000000002,0.1,23,0.3
1.7000000000000002,0.1,24,0.95
1.7000000000000002,0.1,25,0.5
1.7000000000000002,0.1,26,0.25
1.7000000000000002,0.1,27,0.3
1.7000000000000002,0.1,28,0.65
1.7000000000000002,0.1,29,0.6
1.9000000000000001,0.1,0,0.45
1.9000000000000001,0.1,1,0.95
1.9000000000000001,0.1,2,0.75
1.9000000000000001,0.1,3,0.6
1.9000000000000001,0.1,4,0.5
1.9000000000000001,0.1,5,0.45
1.9000000000000001,0.1,6,0.7
1.9000000000000001,0.1,7,0.8
1.9000000000000001,0.1,8,0.75
1.9000000000000001,0.1,9,0.6
1.9000000000000001,0.1,10,0.5
1.9000000000000001,0.1,11,0.5
1.9000000000000001,0.1,12,0.5
1.9000000000000001,0.1,13,0.7
1.9000000000000001,0.1,14,0.25
1.9000000000000001,0.1,15,0.7
1.9000000000000001,0.1,16,0.7
1.9000000000000001,0.1,17,0.55
1.9000000000000001,0.1,18,1.0
1.9000000000000001,0.1,19,0.55
1.9000000000000001,0.1,20,0.5
1.9000000000000001,0.1,21,0.65
1.9000000000000001,0.1,22,0.75
1.9000000000000001,0.1,23,0.3
1.9000000000000001,0.1,24,0.9
1.9000000000000001,0.1,25,0.45
1.9000000000000001,0.1,26,0.25
1.9000000000000001,0.1,27,0.25
1.9000000000000001,0.1,28,0.75
1.9000000000000001,0.1,29,0.55
2.1,0.1,0,0.55
2.1,0.1,1,0.95
2.1,0.1,2,0.7
2.1,0.1,3,0.55
2.1,0.1,4,0.6
2.1,0.1,5,0.65
2.1,0.1,6,0.7
2.1,0.1,7,0.75
2.1,0.1,8,0.75
2.1,0.1,9,0.4
2.1,0.1,10,0.5
2.1,0.1,11,0.45
2.1,0.1,12,0.5
2.1,0.1,13,0.75
2.1,0.1,14,0.25
2.1,0.1,15,0.75
2.1,0.1,16,0.65
2.1,0.1,17,0.7
2.1,0.1,18,0.9
2.1,0.1,19,0.6
2.1,0.1,20,0.5
2.1,0.1,21,0.75
2.1,0.1,22,0.65
2.1,0.1,23,0.3
2.1,0.1,24,0.75
2.1,0.1,25,0.5
2.1,0.1,26,0.25
2.1,0.1,27,0.3
2.1,0.1,28,0.7
2.1,0.1,29,0.55
